text,lemma,pos,tag,morph,nearest,similarity,precedes
sigle,sigle,NOUN,A,,sigla,0.6416012048721313,YES
tigre,tigre,NOUN,S,Gender=Fem|Number=Sing,tigri,0.662541925907135,NO
generatore,generatore,NOUN,S,Gender=Masc|Number=Sing,generatori,0.6923809051513672,NO
ostaggio,ostaggio,NOUN,S,Gender=Masc|Number=Sing,ostaggi,0.7013730406761169,NO
rapimento,rapimento,NOUN,S,Gender=Masc|Number=Sing,assassinio,0.668420135974884,YES
involucro,involucro,NOUN,S,Gender=Masc|Number=Sing,guscio,0.5923555493354797,YES
vecchiaia,vecchiaia,NOUN,S,Gender=Fem|Number=Sing,giovinezza,0.6061167120933533,NO
sintomo,sintomo,NOUN,S,Gender=Masc|Number=Sing,malessere,0.6679986119270325,NO
body,body,NOUN,S,,head,0.4894704520702362,NO
svantaggio,svantaggio,NOUN,S,Gender=Masc|Number=Sing,vantaggio,0.7788388729095459,YES
anglosassone,anglosassone,NOUN,S,Gender=Fem|Number=Sing,anglosassoni,0.7455008029937744,NO
casco,casco,NOUN,S,Gender=Masc|Number=Sing,caschi,0.6780465245246887,NO
entry,entry,NOUN,S,Gender=Fem|Number=Sing,new,0.5652915239334106,NO
bulgaro,bulgaro,NOUN,A,Gender=Masc|Number=Sing,bulgara,0.6678496599197388,NO
lesione,lesione,NOUN,S,Gender=Fem|Number=Sing,lesioni,0.6923397779464722,NO
sottomissione,sottomissione,NOUN,S,Gender=Fem|Number=Sing,obbedienza,0.6083186864852905,NO
missionario,missionario,NOUN,S,Gender=Masc|Number=Sing,missionaria,0.694414496421814,NO
minibar,minibar,NOUN,S,Gender=Masc|Number=Sing,asciugacapelli,0.67662513256073,NO
disprezzo,disprezzo,NOUN,S,Gender=Masc|Number=Sing,disgusto,0.699927806854248,NO
scenografia,scenografia,NOUN,S,Gender=Fem|Number=Sing,scenografie,0.7441476583480835,NO
kr,kr,NOUN,PC,Gender=Fem,zł,0.5173155665397644,NO
pilastro,pilastro,NOUN,S,Gender=Masc|Number=Sing,pilastri,0.7049819231033325,NO
esplosivo,esplosivo,NOUN,S,Gender=Masc|Number=Sing,esplosivi,0.726564884185791,NO
candela,candela,NOUN,S,Gender=Fem|Number=Sing,candele,0.7053892612457275,NO
pullman,pullman,NOUN,SP,Gender=Masc,bus,0.7300463318824768,YES
interne2,interne2,NOUN,S,Gender=Fem|Number=Plur,interne3,0.9040971994400024,NO
mass,mass,NOUN,SP,,media,0.5956428050994873,NO
coesione,coesione,NOUN,S,Gender=Fem|Number=Sing,compattezza,0.5942713022232056,NO
peggior,peggior,NOUN,S,Gender=Masc|Number=Sing,peggiore,0.7978664040565491,NO
handicap,handicap,NOUN,S,Gender=Masc,disabilità,0.6764351725578308,NO
cautela,cautela,NOUN,S,Gender=Fem|Number=Sing,prudenza,0.8210546374320984,NO
conservatore,conservatore,NOUN,S,Gender=Masc|Number=Sing,progressista,0.6577293872833252,NO
cv,cv,NOUN,S,Number=Plur,hp,0.5441170930862427,NO
shampoo,shampoo,NOUN,S,Gender=Masc,balsamo,0.645939826965332,NO
partecipo,partecipo,NOUN,S,Gender=Masc|Number=Sing,partecipare,0.588604748249054,NO
penne,penne,NOUN,S,Number=Sing,piume,0.6249203681945801,NO
dosaggio,dosaggio,NOUN,S,Gender=Masc|Number=Sing,dosaggi,0.7146517634391785,NO
font,font,NOUN,S,Gender=Fem|Number=Sing,layout,0.6005358695983887,NO
inaugura,inaugura,NOUN,S,Gender=Fem|Number=Sing,inaugurata,0.6938795447349548,NO
autobiografia,autobiografia,NOUN,S,Gender=Fem|Number=Sing,biografia,0.7430614829063416,NO
ograve,ograve,NOUN,S,Gender=Fem|Number=Sing,igrave,0.7457879185676575,NO
riciclaggio,riciclaggio,NOUN,S,Gender=Masc|Number=Sing,riciclo,0.6609628200531006,YES
prolungamento,prolungamento,NOUN,S,Gender=Masc|Number=Sing,allungamento,0.713924765586853,NO
propensione,propensione,NOUN,S,Gender=Fem|Number=Sing,attitudine,0.7401906847953796,NO
platea,platea,NOUN,S,Gender=Fem|Number=Sing,folla,0.550528347492218,NO
catastrofe,catastrofe,NOUN,S,Gender=Fem|Number=Sing,disastro,0.7005793452262878,YES
position,position,NOUN,S,Gender=Fem,pole,0.5996603965759277,NO
abitacolo,abitacolo,NOUN,S,Gender=Masc|Number=Sing,cruscotto,0.6321305632591248,NO
opaco,opaco,NOUN,S,Gender=Masc|Number=Sing,lucido,0.7253686785697937,YES
narratore,narratore,NOUN,S,Gender=Masc|Number=Sing,narrante,0.7126505374908447,NO
market,market,NOUN,S,Gender=Masc|Number=Sing,supermarket,0.5982494354248047,NO
furgone,furgone,NOUN,S,Gender=Fem|Number=Sing,camion,0.7418081164360046,YES
even,even,NOUN,S,Number=Sing,had,0.49136075377464294,YES
dimmelo,dimmelo,NOUN,S,,scrivimi,0.5554673075675964,NO
articola,articola,NOUN,S,Gender=Fem|Number=Plur,articolata,0.6687952280044556,NO
tribuna,tribuna,NOUN,S,Gender=Fem|Number=Sing,tribune,0.6845669746398926,NO
profit,profit,NOUN,S,Gender=Masc|Number=Plur,no-profit,0.6590642333030701,NO
risotto,risotto,NOUN,S,Gender=Masc|Number=Sing,ragù,0.6673781275749207,NO
ingaggio,ingaggio,NOUN,S,Gender=Masc|Number=Sing,ingaggiato,0.5952045917510986,NO
razzo,razzo,NOUN,S,Gender=Masc|Number=Sing,razzi,0.7273732423782349,NO
pompe,pompe,NOUN,S,Gender=Fem|Number=Sing,pompa,0.7043437361717224,YES
salmone,salmone,NOUN,S,Gender=Fem|Number=Sing,tonno,0.6921330094337463,NO
delizia,delizia,NOUN,S,Gender=Fem|Number=Sing,goduria,0.6727889180183411,NO
colpe,colpe,NOUN,S,Number=Sing,colpa,0.6101185083389282,YES
lampo,lampo,NOUN,S,Gender=Masc|Number=Sing,lampi,0.5277719497680664,NO
gesso,gesso,NOUN,S,Gender=Masc|Number=Sing,marmo,0.649514377117157,YES
sinergia,sinergia,NOUN,S,Gender=Fem|Number=Sing,collaborazione,0.7344233393669128,NO
scissione,scissione,NOUN,S,Gender=Fem|Number=Sing,fusione,0.6559142470359802,YES
discografia,discografia,NOUN,S,Gender=Fem|Number=Sing,discografica,0.6966409087181091,NO
dote,dote,NOUN,S,Gender=Fem|Number=Sing,innata,0.5226364135742188,NO
antincendio,antincendio,NOUN,S,Gender=Masc|Number=Sing,incendi,0.5248973369598389,NO
veleni,veleni,NOUN,S,Gender=Masc|Number=Plur,veleno,0.6363376379013062,NO
ticket,ticket,NOUN,S,Gender=Fem|Number=Sing,biglietto,0.5840844511985779,YES
regio,regio,NOUN,S,Gender=Masc|Number=Sing,decreto,0.4954547584056854,YES
hip,hip,NOUN,S,Gender=Masc,hip-hop,0.6000382304191589,NO
tant,tant,NOUN,S,Gender=Masc,insomma,0.6746971011161804,NO
alpha,alpha,NOUN,S,Gender=Masc|Number=Sing,beta,0.6920973062515259,YES
everything,everything,NOUN,S,,something,0.5564919710159302,NO
approda,approda,NOUN,S,Gender=Fem|Number=Sing,approdato,0.7255186438560486,NO
pollice,pollice,NOUN,S,Gender=Masc|Number=Sing,dito,0.6525946259498596,NO
profezia,profezia,NOUN,S,Gender=Fem|Number=Sing,profezie,0.7004017233848572,NO
dragone,dragone,NOUN,S,Gender=Fem|Number=Sing,drago,0.7237597107887268,YES
bollo,bollo,NOUN,S,Gender=Masc|Number=Sing,tassa,0.5070510506629944,NO
cc,cc,NOUN,S,Gender=Masc|Number=Sing,ml,0.5504661798477173,NO
outdoor,outdoor,NOUN,S,Gender=Masc|Number=Plur,indoor,0.6555177569389343,YES
avviamento,avviamento,NOUN,S,Gender=Masc|Number=Sing,avvio,0.5677283406257629,YES
road,road,NOUN,SW,Gender=Fem,coast,0.5367510914802551,NO
control,control,NOUN,S,Number=Sing,system,0.5428088307380676,NO
spaccio,spaccio,NOUN,S,Gender=Masc|Number=Sing,spacciatore,0.5735782980918884,NO
scuso,scuso,NOUN,S,Gender=Masc|Number=Sing,scusate,0.6880220770835876,NO
atrio,atrio,NOUN,S,Gender=Masc|Number=Sing,vestibolo,0.6622101664543152,NO
training,training,NOUN,S,Gender=Masc,addestramento,0.616391122341156,YES
fulmine,fulmine,NOUN,S,Gender=Masc|Number=Sing,fulmini,0.642457127571106,NO
restyling,restyling,NOUN,S,Gender=Masc,rinnovamento,0.6079428195953369,YES
located,located,NOUN,S,Gender=Fem|Number=Sing,apartment,0.5902190208435059,NO
cuffia,cuffia,NOUN,S,Gender=Fem|Number=Sing,cuffie,0.7121033668518066,NO
lett,lett,NOUN,S,Gender=Fem|Number=Plur,lett,0.6201574802398682,NO
fiabe,fiabe,NOUN,S,Gender=Masc|Number=Sing,favole,0.8474850654602051,NO
pensionato,pensionato,NOUN,S,Gender=Masc|Number=Sing,disoccupato,0.6480749845504761,NO
turista,turista,NOUN,S,Number=Sing,viaggiatore,0.6722479462623596,YES
palma,palma,NOUN,S,Gender=Fem|Number=Sing,palme,0.5252354741096497,NO
spray,spray,NOUN,S,Gender=Masc,spruzzo,0.6150137186050415,NO
adattatore,adattatore,NOUN,S,Gender=Masc|Number=Sing,adattatori,0.6805607080459595,NO
avvicinarti,avvicinarti,NOUN,V_PC,Gender=Masc|Number=Plur,avvicinarsi,0.4872746765613556,NO
balletto,balletto,NOUN,S,Gender=Masc|Number=Sing,balletti,0.7268155813217163,NO
attaccò,attaccò,NOUN,S,Gender=Masc|Number=Sing,attaccarono,0.8098428249359131,NO
cipolle,cipolle,NOUN,S,Gender=Fem|Number=Sing,patate,0.7743982672691345,NO
riscosso,riscosso,NOUN,S,Gender=Masc|Number=Sing,riscuotendo,0.7830910682678223,NO
amplificatore,amplificatore,NOUN,S,Gender=Masc|Number=Sing,amplificatori,0.7483242750167847,NO
dissenso,dissenso,NOUN,S,Gender=Masc|Number=Sing,disappunto,0.6512995958328247,NO
ossessione,ossessione,NOUN,S,Gender=Fem|Number=Sing,ossessiva,0.7635507583618164,NO
portone,portone,NOUN,S,Gender=Fem|Number=Sing,cancello,0.7309189438819885,YES
packaging,packaging,NOUN,S,Gender=Masc,imballaggio,0.6087877750396729,NO
demonio,demonio,NOUN,S,Gender=Masc|Number=Sing,diavolo,0.6991108059883118,YES
fossa,fossa,NOUN,S,Gender=Fem|Number=Sing,tomba,0.5710871815681458,NO
paradigma,paradigma,NOUN,S,Gender=Masc|Number=Sing,concetto,0.6388180255889893,NO
protettore,protettore,NOUN,S,Gender=Masc|Number=Sing,patrono,0.716536283493042,YES
ribasso,ribasso,NOUN,S,Gender=Masc|Number=Sing,rialzo,0.7736609578132629,NO
duetto,duetto,NOUN,V,Gender=Masc|Number=Sing,duetti,0.684762179851532,NO
buste,buste,NOUN,S,Gender=Masc|Number=Sing,busta,0.7547677755355835,YES
cappuccio,cappuccio,NOUN,S,Gender=Masc|Number=Sing,berretto,0.6452388763427734,NO
information,information,NOUN,S,,technology,0.6123378872871399,NO
solarium,solarium,NOUN,S,Gender=Masc|Number=Sing,terrazza,0.593657910823822,YES
amianto,amianto,NOUN,S,Gender=Masc|Number=Sing,inquinamento,0.5517488121986389,YES
screen,screen,NOUN,S,Gender=Fem|Number=Sing,touch,0.6019654870033264,YES
ordinariamente,ordinariamente,NOUN,B,Gender=Masc|Number=Sing,usualmente,0.3587643802165985,NO
anatomia,anatomia,NOUN,S,Gender=Fem|Number=Sing,anatomica,0.7317979335784912,NO
sollevamento,sollevamento,NOUN,S,Gender=Masc|Number=Sing,movimentazione,0.5201756954193115,NO
rilevamento,rilevamento,NOUN,S,Gender=Masc|Number=Sing,rilevazione,0.7248157262802124,NO
tirocinio,tirocinio,NOUN,S,Gender=Masc|Number=Sing,tirocini,0.699271559715271,NO
labirinto,labirinto,NOUN,S,Gender=Masc|Number=Sing,sotterraneo,0.5311839580535889,NO
persistente,persistente,NOUN,S,Number=Sing,persistenza,0.7380889654159546,NO
pe,pe,NOUN,PC,Gender=Fem|Number=Plur,pr,0.6701825261116028,NO
toro,toro,NOUN,S,Gender=Masc|Number=Sing,cervo,0.5723175406455994,NO
fettine,fettine,NOUN,S,Gender=Fem|Number=Sing,fette,0.8309449553489685,NO
again,again,NOUN,S,,you,0.5415744781494141,NO
armadi,armadi,NOUN,S,Gender=Masc|Number=Plur,armadio,0.7504293918609619,YES
sharing,sharing,NOUN,S,Gender=Masc,bike,0.5623262524604797,NO
approvvigionamento,approvvigionamento,NOUN,S,Gender=Masc|Number=Sing,rifornimento,0.6957976222038269,YES
monoposto,monoposto,NOUN,S,Gender=Fem,vettura,0.6523136496543884,NO
crosta,crosta,NOUN,S,Gender=Fem|Number=Sing,croccante,0.5688777565956116,NO
guarnigione,guarnigione,NOUN,S,Gender=Fem|Number=Sing,fortezza,0.6259891390800476,NO
lontananza,lontananza,NOUN,S,Gender=Fem|Number=Sing,vicinanza,0.6192880868911743,YES
topo,topo,NOUN,B,Gender=Masc|Number=Sing,gatto,0.7175759077072144,YES
featuring,featuring,NOUN,S,Gender=Masc,feat,0.6494514346122742,NO
regolatore,regolatore,NOUN,S,Gender=Masc|Number=Sing,regolatori,0.6276806592941284,NO
flessione,flessione,NOUN,S,Gender=Fem|Number=Sing,contrazione,0.6767821311950684,NO
offrì,offrì,NOUN,S,Gender=Masc|Number=Plur,accettò,0.7982604503631592,NO
pool,pool,NOUN,S,Gender=Masc,team,0.443659245967865,NO
quant,quant,NOUN,S,Gender=Masc,quant,0.7445472478866577,NO
sparatutto,sparatutto,NOUN,S,Gender=Masc|Number=Sing,picchiaduro,0.5758901238441467,NO
perizia,perizia,NOUN,S,Gender=Fem|Number=Sing,perizie,0.6290082335472107,NO
assaggio,assaggio,NOUN,S,Gender=Masc|Number=Sing,assaggi,0.6739765405654907,NO
globo,globo,NOUN,SP,,pianeta,0.6424473524093628,NO
redattore,redattore,NOUN,S,Gender=Masc|Number=Sing,caporedattore,0.7321187853813171,NO
cantautrice,cantautrice,NOUN,S,Number=Sing,cantante,0.7396121621131897,NO
trapianto,trapianto,NOUN,S,Gender=Masc|Number=Sing,trapianti,0.760892927646637,NO
image,image,NOUN,S,Gender=Masc,images,0.6245875358581543,NO
gallery,gallery,NOUN,S,Gender=Masc,fotogallery,0.7483872175216675,NO
metratura,metratura,NOUN,S,Gender=Fem|Number=Sing,metrature,0.5855284929275513,NO
week-end,week-end,NOUN,S,Gender=Masc,weekend,0.9156845211982727,YES
tappo,tappo,NOUN,S,Gender=Masc|Number=Sing,tappi,0.6674736738204956,NO
glucosio,glucosio,NOUN,S,Gender=Fem|Number=Plur,glicemia,0.6541081666946411,NO
anidride,anidride,NOUN,S,Gender=Fem|Number=Sing,acido,0.5189358592033386,YES
corno,corno,NOUN,S,Gender=Masc|Number=Sing,corni,0.6612242460250854,NO
violinista,violinista,NOUN,S,Number=Sing,pianista,0.7980959415435791,YES
mesoregione,mesoregione,NOUN,S,Gender=Fem|Number=Sing,microregione,0.5341798067092896,NO
maltempo,maltempo,NOUN,S,Gender=Masc|Number=Sing,pioggia,0.5890663862228394,YES
tifo,tifo,NOUN,V,Gender=Masc|Number=Sing,tifoso,0.6256924867630005,NO
scaletta,scaletta,NOUN,V,Gender=Fem|Number=Sing,tracklist,0.534763514995575,NO
osservanza,osservanza,NOUN,S,Gender=Fem|Number=Sing,ossequio,0.5754970908164978,NO
export,export,NOUN,S,Gender=Masc,esportazioni,0.7229407429695129,NO
fr,fr,NOUN,S,Gender=Masc|Number=Sing,en,0.5422093272209167,NO
against,against,NOUN,S,Gender=Fem|Number=Plur,for,0.5977081060409546,NO
corsia,corsia,NOUN,S,Gender=Fem|Number=Sing,corsie,0.6979960203170776,NO
rugbista,rugbista,NOUN,S,Gender=Masc|Number=Sing,rugby,0.5998314023017883,YES
riapertura,riapertura,NOUN,S,Gender=Fem|Number=Sing,chiusura,0.7230868339538574,YES
costanza,costanza,NOUN,S,Gender=Fem|Number=Sing,perseveranza,0.6924402117729187,NO
schiuma,schiuma,NOUN,S,Gender=Fem|Number=Sing,spugna,0.5435481071472168,NO
rampa,rampa,NOUN,A,Gender=Fem|Number=Sing,rampe,0.6904152631759644,NO
istruttore,istruttore,NOUN,S,Gender=Masc|Number=Sing,istruttori,0.6316437721252441,NO
android,android,NOUN,V,Number=Plur,smartphone,0.6288730502128601,YES
microregione,microregione,NOUN,S,Gender=Fem|Number=Sing,mesoregione,0.5341798067092896,YES
sociologia,sociologia,NOUN,S,Gender=Fem|Number=Sing,antropologia,0.7597130537033081,NO
pornostar,pornostar,NOUN,S,,milf,0.603199303150177,NO
incisore,incisore,NOUN,S,Gender=Masc|Number=Sing,pittore,0.6369612216949463,YES
portatore,portatore,NOUN,S,Gender=Masc|Number=Sing,portatori,0.6167304515838623,NO
intendi,intendi,NOUN,S,Number=Plur,dici,0.7426695227622986,NO
astratto,astratto,NOUN,S,Gender=Masc|Number=Sing,astratta,0.7081655263900757,NO
appetito,appetito,NOUN,S,Gender=Masc|Number=Sing,umore,0.5430118441581726,YES
zip,zip,NOUN,S,,cerniera,0.5518458485603333,NO
scalinata,scalinata,NOUN,S,Gender=Fem|Number=Sing,rampa,0.6795278191566467,YES
gastronomia,gastronomia,NOUN,S,Gender=Fem|Number=Sing,enogastronomia,0.7823551297187805,NO
magnesio,magnesio,NOUN,S,Gender=Fem|Number=Sing,potassio,0.688334584236145,YES
salario,salario,NOUN,S,Gender=Masc|Number=Sing,salari,0.7036013007164001,NO
naturalista,naturalista,NOUN,S,Number=Sing,zoologo,0.6699726581573486,NO
commerciante,commerciante,NOUN,S,Number=Sing,negoziante,0.7214730381965637,NO
lame,lame,NOUN,S,Gender=Masc|Number=Sing,lama,0.6310953497886658,NO
congiunto,congiunto,NOUN,S,Gender=Masc|Number=Sing,congiunta,0.6428054571151733,NO
stagno,stagno,NOUN,S,Gender=Masc|Number=Sing,stagni,0.5473413467407227,NO
substrato,substrato,NOUN,S,Gender=Masc|Number=Sing,terriccio,0.5671452283859253,NO
frusta,frusta,NOUN,S,Gender=Fem|Number=Sing,fruste,0.7376705408096313,NO
disordine,disordine,NOUN,S,Gender=Masc|Number=Sing,caos,0.7150331735610962,YES
pallavolista,pallavolista,NOUN,S,Gender=Fem|Number=Sing,cestista,0.6617363691329956,YES
spread,spread,NOUN,S,Gender=Masc|Number=Plur,tassi,0.5168592929840088,NO
troll,troll,NOUN,SP,Gender=Masc,flame,0.5499664545059204,NO
pecora,pecora,NOUN,B,Gender=Fem|Number=Sing,capra,0.7242878675460815,NO
second,second,NOUN,V,,first,0.6392454504966736,NO
experience,experience,NOUN,S,Gender=Fem|Number=Plur,life,0.532484769821167,NO
boot,boot,NOUN,S,Gender=Masc|Number=Sing,kernel,0.6276187896728516,NO
zaino,zaino,NOUN,S,Gender=Masc|Number=Sing,zaini,0.7300788164138794,NO
parallelamente,parallelamente,NOUN,S,Number=Sing,parallelo,0.6388883590698242,NO
cameriera,cameriera,NOUN,S,Number=Sing,cameriere,0.7705033421516418,NO
remota,remota,NOUN,S,Gender=Fem|Number=Sing,remoto,0.6639975905418396,NO
discepolo,discepolo,NOUN,S,Gender=Masc|Number=Sing,maestro,0.6877849102020264,YES
campus,campus,NOUN,S,Gender=Masc,college,0.6595879197120667,YES
chiarimento,chiarimento,NOUN,S,Gender=Masc|Number=Sing,chiarimenti,0.7410804033279419,NO
office,office,NOUN,S,Gender=Masc|Number=Sing,desk,0.5169802904129028,NO
corrispettivo,corrispettivo,NOUN,S,Gender=Masc|Number=Sing,corrispettivi,0.6388676166534424,NO
sti,sti,NOUN,N,Gender=Masc|Number=Plur,ste,0.63558429479599,NO
ingiustizia,ingiustizia,NOUN,S,Gender=Fem|Number=Sing,ingiustizie,0.6869444251060486,NO
spreco,spreco,NOUN,S,Gender=Masc|Number=Sing,sprechi,0.6999812126159668,NO
rado,rado,NOUN,S,Gender=Masc|Number=Sing,raramente,0.8453773260116577,NO
around,around,NOUN,SP,,through,0.5964351892471313,NO
armeno,armeno,NOUN,S,Gender=Masc|Number=Sing,armeni,0.6579274535179138,NO
parliamone,parliamone,NOUN,V_PC_PC,Gender=Fem|Number=Sing,dimmela,0.48087623715400696,NO
cult,cult,NOUN,S,,telefilm,0.60014408826828,YES
premium,premium,NOUN,S,Gender=Masc|Number=Sing,pack,0.4655615985393524,NO
climatico,climatico,NOUN,S,Gender=Masc|Number=Sing,climatici,0.7013440132141113,NO
near,near,NOUN,S,Gender=Masc|Number=Sing,close,0.5789048671722412,NO
barista,barista,NOUN,S,Number=Sing,cameriere,0.6749573349952698,NO
oblio,oblio,NOUN,S,Gender=Masc|Number=Sing,dimenticatoio,0.608362078666687,NO
bob,bob,NOUN,S,Gender=Masc,slittino,0.5499599575996399,NO
glamour,glamour,NOUN,S,Gender=Fem|Number=Sing,chic,0.7469989061355591,NO
take,take,NOUN,S,,easy,0.5085518956184387,NO
astronave,astronave,NOUN,S,Gender=Fem|Number=Sing,navicella,0.7848995923995972,NO
c.,c.,NOUN,S,Gender=Fem|Number=Sing,d.,0.8091478943824768,NO
estinto,estinto,NOUN,S,Gender=Masc|Number=Sing,estinta,0.7144772410392761,NO
imballaggio,imballaggio,NOUN,S,Gender=Masc|Number=Sing,imballaggi,0.7270107269287109,NO
massoneria,massoneria,NOUN,S,Gender=Fem|Number=Sing,massonica,0.7480721473693848,NO
simbolica,simbolica,NOUN,S,Gender=Fem|Number=Sing,simbolico,0.6793605089187622,NO
powered,powered,NOUN,S,Gender=Fem,by,0.4725959002971649,NO
particella,particella,NOUN,S,Gender=Fem|Number=Sing,particelle,0.6977501511573792,NO
ottone,ottone,NOUN,S,Gender=Masc|Number=Sing,metallo,0.6711077690124512,YES
zolfo,zolfo,NOUN,S,Gender=Masc|Number=Sing,zinco,0.6027897000312805,NO
gasolio,gasolio,NOUN,S,Gender=Masc|Number=Sing,benzina,0.7741851210594177,YES
retroscena,retroscena,NOUN,S,Gender=Masc,segreti,0.5611663460731506,NO
indicativo,indicativo,NOUN,S,Gender=Masc|Number=Sing,indicativi,0.6318095326423645,NO
t.co,t.co,NOUN,PP,Gender=Masc|Number=Plur,twitter.com,0.548283040523529,NO
scout,scout,NOUN,S,Gender=Masc,boy,0.5509414672851562,NO
ingegno,ingegno,NOUN,S,Gender=Masc|Number=Sing,intelletto,0.5954391360282898,NO
etnico,etnico,NOUN,S,Gender=Masc|Number=Sing,etnici,0.691655695438385,NO
connubio,connubio,NOUN,S,Gender=Masc|Number=Sing,binomio,0.7415406107902527,NO
gelo,gelo,NOUN,S,Gender=Masc|Number=Sing,freddo,0.7297977805137634,NO
tuffo,tuffo,NOUN,A,Gender=Fem|Number=Plur,salto,0.5826035737991333,YES
ballottaggio,ballottaggio,NOUN,S,Gender=Masc|Number=Sing,televoto,0.5514287352561951,NO
cappotto,cappotto,NOUN,PI,Gender=Masc|Number=Sing,maglione,0.6726095676422119,NO
tamburo,tamburo,NOUN,S,Gender=Masc|Number=Sing,tamburi,0.722343921661377,NO
scenografo,scenografo,NOUN,S,Gender=Masc|Number=Sing,costumista,0.7203302383422852,NO
casta,casta,NOUN,S,Gender=Masc|Number=Sing,caste,0.6327639818191528,NO
antifascista,antifascista,NOUN,S,Number=Sing,antifascismo,0.76190584897995,NO
sea,sea,NOUN,V,Gender=Masc,beach,0.5652461051940918,YES
lettino,lettino,NOUN,S,Gender=Masc|Number=Sing,lettini,0.6492434144020081,NO
nube,nube,NOUN,S,Gender=Fem|Number=Sing,nuvola,0.7382146716117859,NO
marijuana,marijuana,NOUN,S,Gender=Fem,cannabis,0.8343997597694397,NO
compassione,compassione,NOUN,S,Gender=Fem|Number=Sing,pietà,0.7274614572525024,NO
stupro,stupro,NOUN,S,Gender=Masc,stupri,0.6626140475273132,NO
garden,garden,NOUN,S,Gender=Masc,terrace,0.602700412273407,NO
sottotetto,sottotetto,NOUN,S,Gender=Masc|Number=Sing,mansarda,0.694151759147644,NO
mutamento,mutamento,NOUN,S,Gender=Masc|Number=Sing,cambiamento,0.8322994709014893,YES
ideatore,ideatore,NOUN,S,Gender=Masc|Number=Sing,inventore,0.7209597229957581,YES
sigillo,sigillo,NOUN,S,Gender=Masc|Number=Sing,sigilli,0.6583272218704224,NO
widget,widget,NOUN,S,Gender=Masc,plugin,0.6134092211723328,YES
pittrice,pittrice,NOUN,S,Gender=Fem|Number=Sing,poetessa,0.7320329546928406,NO
acquedotto,acquedotto,NOUN,S,Gender=Masc|Number=Sing,acquedotti,0.7420125007629395,NO
assemblaggio,assemblaggio,NOUN,S,Gender=Masc|Number=Sing,montaggio,0.6524120569229126,YES
salma,salma,NOUN,S,Gender=Fem|Number=Plur,salme,0.6601979732513428,NO
storiografia,storiografia,NOUN,S,Gender=Fem|Number=Sing,letteratura,0.6774269342422485,YES
reattore,reattore,NOUN,S,Gender=Masc|Number=Sing,reattori,0.7867102026939392,NO
versa,versa,NOUN,A,Gender=Fem|Number=Sing,versano,0.7785429954528809,NO
rights,rights,NOUN,S,Gender=Masc|Number=Sing,reserved,0.571549117565155,NO
av,av,NOUN,S,Gender=Fem|Number=Sing,ro,0.5518071055412292,NO
traiettoria,traiettoria,NOUN,S,Gender=Fem|Number=Sing,traiettorie,0.7543495893478394,NO
vocabolario,vocabolario,NOUN,S,Gender=Masc|Number=Sing,lessico,0.8150441646575928,NO
forchetta,forchetta,NOUN,SP,Gender=Fem|Number=Sing,spatola,0.5987280011177063,NO
coltura,coltura,NOUN,S,Gender=Fem|Number=Sing,coltivazione,0.7078231573104858,NO
raggruppamento,raggruppamento,NOUN,S,Gender=Masc|Number=Sing,raggruppamenti,0.7086463570594788,NO
accurato,accurato,NOUN,S,Gender=Masc|Number=Sing,accurata,0.7084569334983826,NO
soppalco,soppalco,NOUN,S,Gender=Masc|Number=Sing,sottotetto,0.6554815769195557,YES
nord,nord,NOUN,S,Gender=Masc|Number=Sing,nord-orientale,0.9108854532241821,NO
terraferma,terraferma,NOUN,S,Gender=Fem|Number=Sing,laguna,0.6852166652679443,NO
propulsione,propulsione,NOUN,S,Gender=Fem|Number=Sing,propulsori,0.5938714742660522,NO
in.12,in.12,NOUN,S,Gender=Masc,in.14,0.884000301361084,NO
manodopera,manodopera,NOUN,S,Gender=Fem|Number=Sing,produttiva,0.48188531398773193,NO
grezzo,grezzo,NOUN,SP,Gender=Masc|Number=Sing,grezza,0.6661329865455627,NO
prematura,prematura,NOUN,S,Gender=Fem|Number=Sing,morte,0.6850073933601379,NO
provvisto,provvisto,NOUN,S,Gender=Masc|Number=Sing,dotato,0.8336138129234314,NO
affaccio,affaccio,NOUN,S,Gender=Masc|Number=Sing,affacciato,0.6671275496482849,NO
solzago,solzago,NOUN,S,Gender=Masc|Number=Sing,dimmelo,0.4003439247608185,YES
cubo,cubo,NOUN,S,Gender=Masc|Number=Sing,quadrato,0.7101556658744812,NO
contrassegno,contrassegno,NOUN,S,Gender=Masc|Number=Sing,pagamento,0.4976557493209839,YES
solco,solco,NOUN,S,Gender=Masc|Number=Sing,solchi,0.5732948780059814,NO
illustratore,illustratore,NOUN,S,Gender=Masc|Number=Sing,disegnatore,0.7772899270057678,YES
approdo,approdo,NOUN,S,Gender=Masc|Number=Sing,approdare,0.6150246858596802,NO
epilogo,epilogo,NOUN,S,Gender=Masc|Number=Sing,tragico,0.6392306685447693,NO
erotico,erotico,NOUN,S,Gender=Masc|Number=Sing,erotismo,0.7414775490760803,NO
scanner,scanner,NOUN,S,Gender=Masc,scansione,0.5755757689476013,YES
lastra,lastra,NOUN,S,Gender=Fem|Number=Sing,lastre,0.7372118830680847,NO
wikipediani,wikipediani,NOUN,S,,contributori,0.6433197855949402,NO
cod,cod,NOUN,B,Gender=Masc,rif,0.5174081325531006,NO
agnello,agnello,NOUN,S,Gender=Masc|Number=Sing,vitello,0.6503428220748901,NO
